,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2022-09-20,64.27999877929688,62.68000030517578,61.880001068115234,58.72999954223633,57.880001068115234,58.529998779296875,61.40999984741211,62.11000061035156,61.45000076293945,64.05999755859375,66.16999816894531,67.73999786376953,70.5,69.80000305175781,65.62999725341797,64.02999877929688,65.11000061035156,68.0,66.68000030517578,67.36000061035156,67.77999877929688,68.45999908447266,68.8499984741211,71.26000213623047,,,,,,,
2022-07-26,61.94511032104492,62.65367889404297,62.51396179199219,65.61770629882812,65.0987548828125,64.92909240722656,60.867286682128906,57.34438705444336,58.891265869140625,59.91919708251953,62.284427642822266,62.7335205078125,65.55783081054688,65.59774780273438,64.21054077148438,63.38220977783203,62.843299865722656,64.74945068359375,71.14656066894531,68.89110565185547,73.64153289794922,74.75927734375,74.33014678955078,73.40201568603516,75.10857391357422,71.8651123046875,70.85713958740234,68.26237487792969,68.63162994384766,66.74542999267578,65.29834747314453
2022-06-14,61.96506881713867,60.15871047973633,56.69569396972656,55.56796646118164,57.75355911254883,55.65778732299805,55.977142333984375,57.404266357421875,58.781490325927734,61.58583450317383,58.98108673095703,58.761531829833984,60.318389892578125,58.991065979003906,58.991065979003906,61.346317291259766,60.54792404174805,59.40024185180664,57.25456619262695,57.89327621459961,57.11484909057617,58.59186935424805,59.92917251586914,62.693599700927734,63.4221305847168,61.87525177001953,60.9371452331543,64.28040313720703,61.94511032104492,62.65367889404297,62.51396179199219
2022-05-03,59.00946807861328,61.33039855957031,62.0475959777832,64.68728637695312,57.61491394042969,59.178802490234375,59.86611557006836,58.98954391479492,63.830631256103516,67.45646667480469,67.67560577392578,64.04977416992188,63.711097717285156,63.013816833496094,65.16541290283203,64.81678009033203,66.13163757324219,68.39281463623047,70.5842514038086,69.04027557373047,70.14595031738281,69.03031921386719,70.01646423339844,69.339111328125,70.27545166015625,68.76136016845703,65.0488510131836,63.74148941040039,59.709617614746094,61.96506881713867,60.15871047973633
2022-03-15,54.31779098510742,52.78378677368164,57.78424835205078,56.021141052246094,60.7227668762207,59.40790939331055,59.60712814331055,57.525264739990234,58.48152542114258,56.41958236694336,56.569000244140625,57.25631332397461,56.519195556640625,57.88386535644531,57.56510543823242,55.5031623840332,55.881683349609375,57.455535888671875,61.55950164794922,57.69459915161133,58.90985107421875,59.38798522949219,59.10907745361328,61.13117218017578,60.14502716064453,61.23078536987305,58.96962356567383,56.399662017822266,54.70627212524414,54.606666564941406,55.3736686706543
2018-12-18,56.81373977661133,56.00391387939453,54.55521774291992,53.9703483581543,51.38790512084961,54.528228759765625,54.67219924926758,54.4112548828125,55.230072021484375,55.7879638671875,55.10411071777344,56.87672424316406,58.01947784423828,58.47837829589844,59.18922424316406,59.558143615722656,59.58513259887695,59.00926208496094,58.95527267456055,58.61334228515625,59.23420715332031,60.313987731933594,58.59535217285156,58.1004638671875,58.46937942504883,59.86408233642578,59.45916748046875,59.819087982177734,60.25999069213867,60.08903884887695,61.22278594970703
2018-09-25,72.3180160522461,72.05117797851562,72.19349670410156,73.08289337158203,73.9367446899414,73.70550537109375,73.33193969726562,73.091796875,72.3980484008789,72.70935821533203,73.13628387451172,69.30288696289062,68.06661224365234,68.4490737915039,64.25104522705078,65.03373718261719,64.8558578491211,63.94865036010742,64.19770050048828,64.29552459716797,62.828006744384766,60.684513092041016,61.058067321777344,60.39990997314453,59.11025619506836,60.0797119140625,59.652801513671875,60.79124450683594,60.75565719604492,62.21428680419922,65.22940826416016
2018-06-12,74.77812194824219,74.24984741210938,74.26744842529297,73.369384765625,73.7743911743164,72.70902252197266,73.29011535644531,72.27758026123047,73.369384765625,71.62603759765625,72.79707336425781,73.75677490234375,73.4310073852539,73.67754364013672,72.65617370605469,73.83600616455078,74.12657165527344,74.17940521240234,75.05986022949219,75.4560775756836,73.89765930175781,74.45233917236328,73.6423110961914,72.66500854492188,72.80587005615234,73.04359436035156,73.06121063232422,73.14925384521484,72.59455871582031,73.48383331298828,74.24984741210938
2018-03-20,55.7696647644043,57.628360748291016,56.87790298461914,57.14842224121094,58.64061737060547,57.43638610839844,55.106468200683594,56.685916900634766,56.4328727722168,58.14321517944336,58.13449478149414,59.137996673583984,58.92858123779297,60.15025329589844,61.529014587402344,62.54999542236328,62.637264251708984,64.2516098022461,65.36856842041016,65.63909912109375,66.24993133544922,66.31098937988281,66.7298812866211,67.40180206298828,67.48904418945312,67.50651550292969,67.7159423828125,67.22727966308594,67.41924285888672,66.82586669921875,67.04401397705078
2017-12-12,60.388336181640625,60.336605072021484,60.836753845214844,60.89712142944336,61.19892501831055,61.138553619384766,61.9836311340332,62.587249755859375,62.94081497192383,63.41510009765625,63.22538375854492,63.55305099487305,63.51857376098633,63.79450607299805,64.67408752441406,64.63957977294922,64.2860336303711,64.8379135131836,64.57923126220703,64.02734375,65.38116455078125,65.9934310913086,64.90689849853516,65.41567993164062,65.0103759765625,65.14835357666016,66.94195556640625,66.7608871459961,66.88160705566406,66.17450714111328,66.553955078125
2017-06-13,51.370548248291016,50.62946701049805,50.023128509521484,52.06953048706055,52.237945556640625,51.176856994628906,50.4273567199707,50.70526885986328,50.62946701049805,50.536827087402344,50.216827392578125,50.166290283203125,50.3599853515625,50.41892623901367,51.58950424194336,50.317867279052734,49.576786041259766,49.416778564453125,49.49258041381836,49.635746002197266,49.82100296020508,50.107337951660156,50.3768310546875,50.562095642089844,50.73052978515625,51.27791213989258,50.96631622314453,50.553680419921875,50.031551361083984,51.37897491455078,51.86741256713867
2017-03-14,52.434059143066406,54.11421203613281,53.08283615112305,53.307395935058594,52.94974899291992,52.70022201538086,52.824989318847656,52.434059143066406,52.2593879699707,52.29266357421875,52.73350143432617,53.04955291748047,53.45712661743164,52.70022201538086,53.01629638671875,53.24086380004883,52.75844192504883,52.63368606567383,52.39247131347656,53.348995208740234,54.04767608642578,54.11421203613281,53.307395935058594,53.257511138916016,52.15126037597656,51.535762786865234,51.51081085205078,51.45258331298828,51.627262115478516,51.98491668701172,51.926692962646484
2016-12-13,59.470848083496094,58.328304290771484,58.607749938964844,60.366817474365234,59.56950378417969,59.495513916015625,59.3146858215332,59.47907257080078,59.27357482910156,59.470848083496094,59.07630920410156,58.8543586730957,58.55023193359375,59.405086517333984,58.75572204589844,58.04881286621094,58.42692565917969,57.93373489379883,57.004886627197266,57.004886627197266,56.74185562133789,56.78295135498047,57.3172492980957,56.98021697998047,56.49525833129883,56.38016891479492,55.8869743347168,55.78834533691406,56.0020637512207,56.34729766845703,56.676082611083984
2015-12-15,53.896209716796875,54.23481750488281,52.30546951293945,51.943214416503906,52.0849723815918,52.746463775634766,54.50259017944336,54.494686126708984,53.541831970214844,53.6993293762207,52.77796173095703,53.242584228515625,53.085079193115234,53.96707534790039,51.5337028503418,50.604469299316406,49.746097564697266,48.210479736328125,48.01361083984375,47.56474304199219,50.399723052978516,49.446842193603516,48.39948272705078,46.95048522949219,47.91911315917969,50.242225646972656,48.65935516357422,49.79335021972656,50.52572250366211,51.87232971191406,54.203330993652344
2006-06-28,30.613950729370117,30.81587028503418,30.90629005432129,31.521095275878906,31.587392807006836,31.276992797851562,30.927383422851562,31.017797470092773,30.740537643432617,31.0931453704834,30.861080169677734,31.084096908569336,29.830358505249023,30.182987213134766,30.405990600585938,29.98707389831543,30.005168914794922,31.14436912536621,31.343276977539062,32.11781692504883,32.147953033447266,32.12686538696289,32.473453521728516,32.482486724853516,32.45235824584961,32.22932434082031,31.716989517211914,32.33481216430664,31.771238327026367,32.04848861694336,31.849594116210938
2006-05-09,31.711761474609375,32.168174743652344,31.9039249420166,30.71784210205078,29.771997451782227,29.117403030395508,27.883283615112305,27.73915672302246,28.243614196777344,27.958354949951172,28.12649917602539,28.186567306518555,29.387645721435547,29.348623275756836,28.91020965576172,29.753978729248047,29.991188049316406,30.297470092773438,29.246517181396484,29.47172737121582,28.546497344970703,29.227619171142578,29.212535858154297,29.0106143951416,27.75688934326172,28.151689529418945,29.308975219726562,29.152271270751953,27.994970321655273,27.826213836669922,28.284290313720703
2006-03-27,28.246620178222656,28.40576171875,28.70903968811035,28.303667068481445,27.82023048400879,28.294647216796875,28.70903968811035,29.27655029296875,29.129413604736328,28.564899444580078,28.976274490356445,28.83514404296875,28.928234100341797,28.919225692749023,30.402555465698242,30.82594871520996,30.768901824951172,30.705842971801758,32.13213348388672,31.69373893737793,31.38446617126465,30.078279495239258,30.432601928710938,30.849979400634766,31.315404891967773,31.95496940612793,31.654708862304688,31.186277389526367,31.369443893432617,31.141239166259766,31.71174430847168
2006-01-30,28.25455093383789,29.223587036132812,28.10202980041504,27.54572296142578,27.351314544677734,28.110990524291992,26.947547912597656,26.786048889160156,26.250690460205078,26.020389556884766,26.17292022705078,26.11011505126953,25.733266830444336,26.522846221923828,26.92959976196289,27.46794891357422,27.031295776367188,26.917646408081055,27.629470825195312,27.159902572631836,27.37824249267578,27.707223892211914,28.197731018066406,28.413068771362305,27.39619255065918,27.228687286376953,27.078556060791016,27.01849937438965,27.060531616210938,27.70010757446289,28.141511917114258
2005-12-12,24.71638298034668,24.991548538208008,25.311552047729492,25.00948143005371,24.181018829345703,24.40532875061035,24.862930297851562,24.901813507080078,24.84796905517578,24.662551879882812,23.819128036499023,24.100261688232422,23.855012893676758,23.890905380249023,25.71233558654785,25.407270431518555,25.123119354248047,26.262645721435547,26.73221206665039,27.18682861328125,27.058216094970703,26.265642166137695,26.869783401489258,27.5726375579834,26.899694442749023,27.306461334228516,27.216737747192383,27.306461334228516,27.097095489501953,26.720243453979492,26.80698013305664
2005-10-31,23.490877151489258,23.684450149536133,23.672548294067383,24.06563949584961,23.467058181762695,22.904207229614258,22.904207229614258,22.67489242553711,21.763614654541016,22.04353904724121,22.159683227539062,22.374109268188477,22.767208099365234,22.555768966674805,22.35028076171875,22.767208099365234,23.50279426574707,23.556398391723633,23.8125057220459,23.252628326416016,23.5266170501709,23.6159610748291,24.5719051361084,24.408113479614258,24.819103240966797,25.057334899902344,24.704410552978516,24.96162986755371,24.47710418701172,24.716381072998047,24.991540908813477
2005-08-31,24.63564682006836,25.160799026489258,25.033226013183594,24.95608139038086,24.985857009887695,25.244949340820312,25.89118003845215,25.343219757080078,25.057329177856445,25.575523376464844,25.638050079345703,25.77505111694336,26.445100784301758,25.917993545532227,26.32003402709961,26.046052932739258,25.590410232543945,26.016277313232422,25.938844680786133,25.906078338623047,25.873313903808594,25.44150733947754,25.43256950378418,24.24730110168457,23.60999870300293,22.820819854736328,23.10671043395996,22.92206573486328,23.490886688232422,22.91611671447754,22.329442977905273
2005-09-19,26.445106506347656,25.917987823486328,26.320024490356445,26.046049118041992,25.59041404724121,26.016271591186523,25.938846588134766,25.90606689453125,25.873315811157227,25.44150161743164,25.43256187438965,24.2473087310791,23.610000610351562,22.82081413269043,23.106704711914062,22.92207145690918,23.49087905883789,22.916118621826172,22.329435348510742,21.659385681152344,22.403886795043945,21.263296127319336,21.90357780456543,20.82850456237793,21.185863494873047,21.921449661254883,22.671913146972656,22.514081954956055,22.228187561035156,22.901233673095703,23.49087905883789
2005-08-08,24.42201042175293,24.20244598388672,24.368602752685547,24.8195858001709,24.828495025634766,24.4991455078125,23.9472599029541,23.35682487487793,23.401330947875977,23.50814437866211,23.60606575012207,23.61792755126953,23.60014533996582,23.715843200683594,23.193635940551758,23.68617057800293,23.982873916625977,24.635629653930664,25.160810470581055,25.033220291137695,24.95607566833496,24.985858917236328,25.24496078491211,25.89120101928711,25.34323501586914,25.057329177856445,25.575511932373047,25.638050079345703,25.775039672851562,26.445110321044922,25.917987823486328
2005-06-29,23.045284271240234,22.825714111328125,23.63572883605957,24.3240966796875,23.754413604736328,24.267709732055664,24.0333194732666,24.10157012939453,24.424976348876953,24.214311599731445,23.564525604248047,23.38056182861328,23.439905166625977,23.86122703552246,23.920570373535156,23.846399307250977,24.597064971923828,24.531797409057617,24.460567474365234,24.718706130981445,24.635635375976562,24.413110733032227,24.57926368713379,24.754314422607422,24.715744018554688,24.57926368713379,24.143104553222656,24.42201042175293,24.20244026184082,24.368602752685547,24.819589614868164
